id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
patch1-Lang-51-DynaMoth-plausible,DynaMoth,Incorrect,Lang,51,Lang51b,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
patch1-Lang-63-DynaMoth-plausible,DynaMoth,Incorrect,Lang,63,Lang63b,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
patch1-Closure-21-TBar-plausible,TBar,Incorrect,Closure,21,Closure21b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-12-TBar-plausible,TBar,Incorrect,Closure,12,Closure12b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest,testIssue794b,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-133-TBar-plausible,TBar,Incorrect,Closure,133,Closure133b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testTextExtents,com.google.javascript.jscomp.parsing.JsDocInfoParser,java.lang.String
patch1-Closure-107-TBar-plausible,TBar,Incorrect,Closure,107,Closure107b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testGetMsgWiringNoWarnings,com.google.javascript.jscomp.CommandLineRunner,java.lang.String
patch1-Closure-115-TBar-plausible,TBar,Incorrect,Closure,115,Closure115b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineFunctionsTest,testBug4944818,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-109-TBar-plausible,TBar,Incorrect,Closure,109,Closure109b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testStructuralConstructor2,com.google.javascript.jscomp.parsing.JsDocInfoParser,java.lang.String
patch1-Closure-66-TBar-plausible,TBar,Incorrect,Closure,66,Closure66b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testGetTypedPercent5,com.google.javascript.jscomp.TypeCheck,java.lang.String
patch1-Closure-22-TBar-plausible,TBar,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-126-TBar-plausible,TBar,Incorrect,Closure,126,Closure126b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.MinimizeExitPointsTest,testDontRemoveBreakInTryFinally,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Chart-26-TBar-plausible,TBar,Incorrect,Chart,26,Chart26b,build,build-tests,tests,org.jfree.chart.junit.AreaChartTests,testDrawWithNullInfo,org.jfree.chart.axis.Axis,int
patch1-Chart-14-TBar-plausible,TBar,Incorrect,Chart,14,Chart14b,build,build-tests,tests,org.jfree.chart.plot.junit.CategoryPlotTests,testRemoveRangeMarker,org.jfree.chart.plot.CategoryPlot,double
patch1-Chart-3-TBar-plausible,TBar,Incorrect,Chart,3,Chart3b,build,build-tests,tests,org.jfree.data.time.junit.TimeSeriesTests,testCreateCopy3,org.jfree.data.time.TimeSeries,int
patch1-Chart-15-TBar-plausible,TBar,Incorrect,Chart,15,Chart15b,build,build-tests,tests,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,org.jfree.chart.plot.PiePlot,int
patch1-Chart-7-TBar-plausible,TBar,Incorrect,Chart,7,Chart7b,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
patch1-Chart-13-TBar-plausible,TBar,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-5-TBar-plausible,TBar,Incorrect,Chart,5,Chart5b,build,build-tests,tests,org.jfree.data.xy.junit.XYSeriesTests,testBug1955483,org.jfree.data.xy.XYSeries,double
patch1-Chart-12-TBar-plausible,TBar,Incorrect,Chart,12,Chart12b,build,build-tests,tests,org.jfree.chart.plot.junit.MultiplePiePlotTests,testConstructor,org.jfree.chart.plot.MultiplePiePlot,int
patch1-Chart-25-TBar-plausible,TBar,Incorrect,Chart,25,Chart25b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
patch1-Math-82-TBar-plausible,TBar,Incorrect,Math,82,Math82b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
patch1-Math-88-TBar-plausible,TBar,Incorrect,Math,88,Math88b,target/classes,target/test-classes,src/test,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath272,org.apache.commons.math.optimization.linear.SimplexTableau,int
patch1-Math-15-TBar-plausible,TBar,Incorrect,Math,15,Math15b,target/classes,target/test-classes,src/test,org.apache.commons.math3.util.FastMathTest,testMath904,org.apache.commons.math3.util.FastMath,double
patch1-Math-63-TBar-plausible,TBar,Incorrect,Math,63,Math63b,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
patch1-Math-95-TBar-plausible,TBar,Incorrect,Math,95,Math95b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
patch1-Math-62-TBar-plausible,TBar,Incorrect,Math,62,Math62b,target/classes,target/test-classes,src/test,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest,testQuinticMin,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,double
patch1-Math-50-TBar-plausible,TBar,Incorrect,Math,50,Math50b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
patch1-Math-80-TBar-plausible,TBar,Incorrect,Math,80,Math80b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-85-TBar-plausible,TBar,Incorrect,Math,85,Math85b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
patch1-Math-6-TBar-plausible,TBar,Incorrect,Math,6,Math6b,target/classes,target/test-classes,src/test,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest,testTrivial,org.apache.commons.math3.optim.BaseOptimizer,double
patch1-Math-96-TBar-plausible,TBar,Incorrect,Math,96,Math96b,target/classes,target/test-classes,src/test,org.apache.commons.math.complex.ComplexTest,testMath221,org.apache.commons.math.complex.Complex,int
patch1-Math-2-TBar-plausible,TBar,Incorrect,Math,2,Math2b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.HypergeometricDistributionTest,testMath1021,org.apache.commons.math3.distribution.AbstractIntegerDistribution,int
patch1-Math-81-TBar-plausible,TBar,Incorrect,Math,81,Math81b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-84-TBar-plausible,TBar,Incorrect,Math,84,Math84b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.direct.MultiDirectionalTest,testMinimizeMaximize,org.apache.commons.math.optimization.direct.MultiDirectional,double
patch1-Math-8-TBar-plausible,TBar,Incorrect,Math,8,Math8b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.DiscreteRealDistributionTest,testIssue942,org.apache.commons.math3.distribution.DiscreteDistribution,int
patch1-Lang-20-TBar-plausible,TBar,Incorrect,Lang,20,Lang20b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayChar,org.apache.commons.lang3.StringUtils,java.lang.String
patch1-Lang-18-TBar-plausible,TBar,Incorrect,Lang,18,Lang18b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateFormatTest,testFormat,org.apache.commons.lang3.time.FastDateFormat,java.lang.String
patch1-Lang-41-TBar-plausible,TBar,Incorrect,Lang,41,Lang41b,target/classes,target/test-classes,src/test,org.apache.commons.lang.ClassUtilsTest,test_getShortClassName_Class,org.apache.commons.lang.ClassUtils,class
patch1-Lang-44-TBar-plausible,TBar,Incorrect,Lang,44,Lang44b,target/classes,target/test-classes,src/test,org.apache.commons.lang.NumberUtilsTest,testLang457,org.apache.commons.lang.NumberUtils,java.lang.String
patch1-Lang-24-TBar-plausible,TBar,Incorrect,Lang,24,Lang24b,target/classes,target/tests,src/test/java,org.apache.commons.lang3.math.NumberUtilsTest,testIsNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Lang-60-TBar-plausible,TBar,Incorrect,Lang,60,Lang60b,target/classes,target/tests,src/test/java,org.apache.commons.lang.text.StrBuilderTest,testLang295,org.apache.commons.lang.text.StrBuilder,java.lang.String
patch1-Lang-58-TBar-plausible,TBar,Incorrect,Lang,58,Lang58b,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
patch1-Lang-13-TBar-plausible,TBar,Incorrect,Lang,13,Lang13b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.SerializationUtilsTest,testPrimitiveTypeClassSerialization,org.apache.commons.lang3.SerializationUtils,class
patch1-Lang-39-TBar-plausible,TBar,Incorrect,Lang,39,Lang39b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.StringUtilsTest,testReplace_StringStringArrayStringArray,org.apache.commons.lang3.StringUtils,java.lang.String
patch1-Lang-45-TBar-plausible,TBar,Incorrect,Lang,45,Lang45b,target/classes,target/test-classes,src/test,org.apache.commons.lang.WordUtilsTest,testAbbreviate,org.apache.commons.lang.WordUtils,java.lang.String
patch1-Lang-43-TBar-plausible,TBar,Incorrect,Lang,43,Lang43b,target/classes,target/test-classes,src/test,org.apache.commons.lang.text.ExtendedMessageFormatTest,testBuiltInDateTimeFormat,org.apache.commons.lang.text.ExtendedMessageFormat,int
patch1-Lang-51-TBar-plausible,TBar,Incorrect,Lang,51,Lang51b,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
patch1-Lang-63-TBar-plausible,TBar,Incorrect,Lang,63,Lang63b,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
patch1-Lang-22-TBar-plausible,TBar,Incorrect,Lang,22,Lang22b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.FractionTest,testReducedFactory_int_int,org.apache.commons.lang3.math.Fraction,int
patch1-Lang-27-TBar-plausible,TBar,Incorrect,Lang,27,Lang27b,target/classes,target/test-classes,src/test,org.apache.commons.lang3.math.NumberUtilsTest,testCreateNumber,org.apache.commons.lang3.math.NumberUtils,java.lang.String
patch1-Closure-19-FixMiner-plausible,FixMiner,Incorrect,Closure,19,Closure19b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeInferenceTest,testNoThisInference,com.google.javascript.jscomp.TypeInference,java.lang.String
patch1-Closure-129-FixMiner-plausible,FixMiner,Incorrect,Closure,129,Closure129b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Chart-17-FixMiner-plausible,FixMiner,Incorrect,Chart,17,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-13-FixMiner-plausible,FixMiner,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-25-FixMiner-plausible,FixMiner,Incorrect,Chart,25,Chart25b,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
patch1-Chart-14-FixMiner-plausible,FixMiner,Incorrect,Chart,14,Chart14b,build,build-tests,tests,org.jfree.chart.plot.junit.CategoryPlotTests,testRemoveRangeMarker,org.jfree.chart.plot.CategoryPlot,double
patch1-Chart-26-FixMiner-plausible,FixMiner,Incorrect,Chart,26,Chart26b,build,build-tests,tests,org.jfree.chart.junit.AreaChartTests,testDrawWithNullInfo,org.jfree.chart.axis.Axis,int
patch1-Chart-7-FixMiner-plausible,FixMiner,Incorrect,Chart,7,Chart7b,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
patch1-Chart-15-FixMiner-plausible,FixMiner,Incorrect,Chart,15,Chart15b,build,build-tests,tests,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,org.jfree.chart.plot.PiePlot,int
patch1-Chart-3-FixMiner-plausible,FixMiner,Incorrect,Chart,3,Chart3b,build,build-tests,tests,org.jfree.data.time.junit.TimeSeriesTests,testCreateCopy3,org.jfree.data.time.TimeSeries,int
patch1-Math-81-FixMiner-plausible,FixMiner,Incorrect,Math,81,Math81b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-85-FixMiner-plausible,FixMiner,Incorrect,Math,85,Math85b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
patch1-Math-63-FixMiner-plausible,FixMiner,Incorrect,Math,63,Math63b,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
patch1-Math-50-FixMiner-plausible,FixMiner,Incorrect,Math,50,Math50b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
patch1-Math-20-FixMiner-plausible,FixMiner,Incorrect,Math,20,Math20b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest,testMath864,org.apache.commons.math3.optimization.direct.CMAESOptimizer,double
patch1-Math-84-FixMiner-plausible,FixMiner,Incorrect,Math,84,Math84b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.direct.MultiDirectionalTest,testMinimizeMaximize,org.apache.commons.math.optimization.direct.MultiDirectional,double
patch1-Math-80-FixMiner-plausible,FixMiner,Incorrect,Math,80,Math80b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Time-11-FixMiner-plausible,FixMiner,Incorrect,Time,11,Time11b,target/classes,target/test-classes,src/test/java,org.joda.time.tz.TestCompiler,testDateTimeZoneBuilder,org.joda.time.tz.DateTimeZoneBuilder,java.lang.String
patch1-Lang-63-FixMiner-plausible,FixMiner,Incorrect,Lang,63,Lang63b,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.DurationFormatUtilsTest,testJiraLang281,org.apache.commons.lang.time.DurationFormatUtils,java.lang.String
patch1-Lang-57-FixMiner-plausible,FixMiner,Incorrect,Lang,57,Lang57b,target/classes,target/tests,src/test,org.apache.commons.lang.LocaleUtilsTest,testLanguagesByCountry,org.apache.commons.lang.LocaleUtils,java.lang.String
patch1-Math-81-ACS-plausible,ACS,Incorrect,Math,81,Math81b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
patch1-Math-73-ACS-plausible,ACS,Incorrect,Math,73,Math73b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BrentSolverTest,testBadEndpoints,org.apache.commons.math.analysis.solvers.BrentSolver,double
patch1-Math-97-ACS-plausible,ACS,Incorrect,Math,97,Math97b,target/classes,target/test-classes,src/test,org.apache.commons.math.analysis.BrentSolverTest,testRootEndpoints,org.apache.commons.math.analysis.BrentSolver,int
patch1-Math-4-ACS-plausible,ACS,Incorrect,Math,4,Math4b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest,testIntersectionNotIntersecting,org.apache.commons.math3.geometry.euclidean.twod.Line,int
patch1-Math-28-ACS-plausible,ACS,Incorrect,Math,28,Math28b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
patch1-Math-93-ACS-plausible,ACS,Incorrect,Math,93,Math93b,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testFactorial,org.apache.commons.math.util.MathUtils,int
patch1-Closure-62-Cardumen-plausible,Cardumen,Incorrect,Closure,62,Closure62b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1,com.google.javascript.jscomp.LightweightMessageFormatter,java.lang.String
patch1-Closure-63-Cardumen-plausible,Cardumen,Incorrect,Closure,63,,,,,,,,
patch1-Chart-13-Cardumen-plausible,Cardumen,Incorrect,Chart,13,Chart13b,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
patch1-Chart-24-Cardumen-plausible,Cardumen,Incorrect,Chart,24,Chart24b,build,build-tests,tests,org.jfree.chart.renderer.junit.GrayPaintScaleTests,testGetPaint,org.jfree.chart.renderer.GrayPaintScale,double
patch1-Chart-6-Cardumen-plausible,Cardumen,Incorrect,Chart,6,Chart6b,build,build-tests,tests,org.jfree.chart.util.junit.ShapeListTests,testSerialization,org.jfree.chart.util.junit.ShapeList,double
patch1-Math-63-Cardumen-plausible,Cardumen,Incorrect,Math,63,Math63b,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
patch1-Math-85-Cardumen-plausible,Cardumen,Incorrect,Math,85,Math85b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
patch1-Math-5-Cardumen-plausible,Cardumen,Incorrect,Math,5,Math5b,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.complex.ComplexTest,testReciprocalZero,org.apache.commons.math3.complex.Complex,double
patch1-Math-95-Cardumen-plausible,Cardumen,Incorrect,Math,95,Math95b,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
patch1-Math-73-Cardumen-plausible,Cardumen,Incorrect,Math,73,Math73b,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BrentSolverTest,testBadEndpoints,org.apache.commons.math.analysis.solvers.BrentSolver,double
patch1-Closure-10-Kali-plausible,Kali,Incorrect,Closure,10,Closure10b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIssue821,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-114-Kali-plausible,Kali,Incorrect,Closure,114,Closure114b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NameAnalyzerTest,testAssignWithCall,com.google.javascript.jscomp.NameAnalyzer,java.lang.String
patch1-Closure-129-Kali-plausible,Kali,Incorrect,Closure,129,Closure129b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-15-Kali-plausible,Kali,Incorrect,Closure,15,Closure15b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest,testSimpleForIn,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-5-Kali-plausible,Kali,Incorrect,Closure,5,Closure5b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineObjectLiteralsTest,testNoInlineDeletedProperties,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-22-Kali-plausible,Kali,Incorrect,Closure,22,Closure22b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
patch1-Closure-131-Kali-plausible,Kali,Incorrect,Closure,131,Closure131b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.ConvertToDottedPropertiesTest,testQuotedProps,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-30-Kali-plausible,Kali,Incorrect,Closure,30,Closure30b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest,testInlineAcrossSideEffect1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-49-Kali-plausible,Kali,Incorrect,Closure,49,Closure49b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineFunctionsTest,testLoopWithFunctionWithFunction,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-46-Kali-plausible,Kali,Incorrect,Closure,46,Closure46b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
patch1-Closure-127-Kali-plausible,Kali,Incorrect,Closure,127,Closure127b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428_return,com.google.javascript.jscomp.UnreachableCodeElimination,java.lang.String
patch1-Closure-122-Kali-plausible,Kali,Incorrect,Closure,122,Closure122b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.ParserTest,testSuspiciousBlockCommentWarning3,com.google.javascript.jscomp.parsing.IRFactory,java.lang.String
patch1-Closure-67-Kali-plausible,Kali,Incorrect,Closure,67,Closure67b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest,testAliasing7,com.google.javascript.jscomp.RemoveUnusedPrototypeProperties,java.lang.String
patch1-Closure-26-Kali-plausible,Kali,Incorrect,Closure,26,Closure26b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testTransformAMDAndProcessCJS,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-1-Kali-plausible,Kali,Incorrect,Closure,1,Closure1b,build/classes:lib/*,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testSimpleModeLeavesUnusedParams,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-29-Kali-plausible,Kali,Incorrect,Closure,29,Closure29b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineObjectLiteralsTest,testObject10,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-50-Kali-plausible,Kali,Incorrect,Closure,50,Closure50b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeReplaceKnownMethodsTest,testStringJoinAdd,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-68-Kali-plausible,Kali,Incorrect,Closure,68,Closure68b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testIssue477,com.google.javascript.jscomp.parsing.JsDocInfoParser,java.lang.String
patch1-Closure-55-Kali-plausible,Kali,Incorrect,Closure,55,Closure55b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FunctionRewriterTest,testIssue538,com.google.javascript.jscomp.FunctionRewriter,java.lang.String
patch1-Closure-75-Kali-plausible,Kali,Incorrect,Closure,75,Closure75b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIEString,com.google.javascript.jscomp.PeepholeFoldConstants,java.lang.String
patch1-Closure-130-Kali-plausible,Kali,Incorrect,Closure,130,Closure130b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CollapsePropertiesTest,testIssue931,com.google.javascript.jscomp.CollapseProperties,java.lang.String
patch1-Closure-31-Kali-plausible,Kali,Incorrect,Closure,31,Closure31b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testDependencySortingWhitespaceMode,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-76-Kali-plausible,Kali,Incorrect,Closure,76,Closure76b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testInExpression2,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-7-Kali-plausible,Kali,Incorrect,Closure,7,Closure7b,build/classes:lib/*,build/test,test,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsFunction2,com.google.javascript.rhino.testing.Asserts,java.lang.String
patch1-Closure-12-Kali-plausible,Kali,Incorrect,Closure,12,Closure12b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest,testIssue794b,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-121-Kali-plausible,Kali,Incorrect,Closure,121,Closure121b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-64-Kali-plausible,Kali,Incorrect,Closure,64,Closure64b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CommandLineRunnerTest,testES5StrictUseStrictMultipleInputs,com.google.javascript.jscomp.StatementFusion,java.lang.String
patch1-Closure-119-Kali-plausible,Kali,Incorrect,Closure,119,Closure119b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckGlobalNamesTest,testGlobalCatch,com.google.javascript.jscomp.CheckGlobalNames,java.lang.String
patch1-Closure-61-Kali-plausible,Kali,Incorrect,Closure,61,Closure61b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeRemoveDeadCodeTest,testCall1,com.google.javascript.rhino.Node,java.lang.String
patch1-Closure-124-Kali-plausible,Kali,Incorrect,Closure,124,Closure124b,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.ExploitAssignsTest,testIssue1017,com.google.javascript.jscomp.ExploitAssigns,java.lang.String
